Anxious	19-24 Female  on Treatment for 1 to less than 2 years (Caregiver) 	3	5	3	Female	19-24	5/22/2012 9:29:08 AM	
Neuropathic Pain	V4v2001, 25-34 Female  on Treatment for 2 to less than 5 years (Patient) 	5	5	4	Female	25-34	4/21/2012 4:10:32 AM	I take this medication for constant daily migraines due to PTSD from A multiple car accident. This has definitely helped with the pain I thought I was doomed to have. I did have weight gain as an unfortunate side effect but I continue to take it. 
Depression	lakeshore, 65-74 Female  on Treatment for 10 years or more (Patient) 	5	5	5	Female	65-74	3/8/2012 7:57:58 PM	I've taken imipramine since a bout with depression in 1988.  Now I take it in conjunction with MS and sleep difficulties because of excess trips to the bathroom at night.  It keeps me calm and not so tense.
Panic Disorder	vulgar, 25-34 Female  on Treatment for less than 1 month (Patient) 	1	1	1	Female	25-34	11/15/2011 3:48:03 PM	Well I can only say that i only tried one dose before I had to quit, I turned into a zombie basically, slept for 12 hours, leaving my mother and husband in charge of taking care of my 3 month old son, because I could not lift my head without getting sick, and I could not stay awake. Now, about 20 hours later, the effects are wearing off. I might try this medicine in the future, but I believe it requires some time to get used to, and I cant afford to be catatonic at this time.
Depression	Katherine, 55-64 Female  on Treatment for 10 years or more (Patient) 	5	5	5	Female	55-64	11/14/2011 11:37:53 AM	I have been taking Tofranil (Imipramine) for 29 years for anxiety disorder and depression. It has worked very well for me. I was able to feel &quot;normal&quot; again. I finished my Master's Degree and worked on my PhD while taking this medication, and I have also held several very responsible jobs while taking it. The only side effects I've ever had are dry mouth, occasional constipation, and weight gain (but I am also hypothyroid and that needs to be taken into consideration for weight). If you truly need this medication, I highly recommend it. However, it should be noted that all antidepressants are habit forming and should never be stopped without being under the care of your physician.
Generalized Attack of Muscular Weakness	Anne, 35-44 Female  on Treatment for 2 to less than 5 years (Patient) 	4	4	4	Female	35-44	10/20/2011 9:22:49 AM	Diagnosed with fibromylagia 10 years ago, this medication allows me to feel normal and go about my normal work and home activities fully alert and functional.
Depression	Dee, 55-64 Female  on Treatment for 10 years or more (Patient) 	5	5	5	Female	55-64	8/14/2011 10:00:44 PM	I have taken Tofranil for about 15 years. I have not had any side effects at all. It has worked very well for me.
Neuropathic Pain	scbaby2803, 35-44 Female  on Treatment for 5 to less than 10 years (Patient) 	5	4	4	Female	35-44	7/1/2011 10:59:31 PM	I started taking this medication about 7 yrs ago.  I had a csection about 9 yrs ago and couldnt walk for 2 days after it.  I had alot of feet pain...mainly burning.  Doctors decided it was neuropathy but not from the csection..I disagree with them. As long as I take this medication the burning in my feet subsides.  
Bedwetting	daphne, 45-54 Female  on Treatment for 5 to less than 10 years (Patient) 	1	1	1	Female	45-54	6/25/2011 12:03:22 PM	I was fed Tofranil by my mother from the time I was 6 years old until I became &quot;big enough&quot; to simply refuse to take it anymore.  She also kept increasing the dosage, because it was ineffective.  I remember being nauseated most of my childhood, and my memories are severely impaired.  I believe that the effect of this SSRI on my developing brain is what caused me to develop suicidal tendencies during my teen years and eventually be diagnosed with bipolar disorder.  I honestly believe that administration of Tofranil to a child is the equivalent of setting an LSD timebomb on the brain, scheduling it to go off sometime after puberty.  All so that my mother wouldn't have the inconvenience of washing the sheets.  And it never even really worked for that.  For this reason I faithfully avoid doctors and pharmaceuticals to the greatest extent possible, and still get nauseated if a little pill is put in front of me.  I think their only goal is to create long term profitable illnesses.
Depression	Chloe, 55-64 Female  on Treatment for 10 years or more (Patient) 	5	5	5	Female	55-64	5/20/2011 7:53:24 PM	I began taking Tofranil for depression and anxiety disorder when I was 21 years of age only to discover that I could pay attention enough to read book, something I could never do before. I had no idea I had ADD until I started this drug and read about other effects it has. I was able to get a B.A. at a university and a good job. I still have problems with housekeeping (which goes with ADD) but have been very happy with the drug overall. 
Depression	MIKE, 35-44 Male  on Treatment for 2 to less than 5 years (Patient) 	5	5	5	Male	35-44	5/20/2011 3:25:04 PM	This one leaves all other depression meds. inthe dust! This includes the new &quot;wonder&quot; drugslike Cymbalta,Effexor,etc.gives a natural good mood, and I get less sideeffects than I did from the new &quot;clean anti-depressants.Prozac and Zoloft gave me a very unnatural feeling and I found myself doing things I wouldn't normally do.Tofranil givesme a constant mild euphoric state, the polar opposite of how I felt when I started using it.Less side effects than other older anti-depressants.In my opinion, the best anti-depressant, hands down, and I've tried 9 different ones.Tell your M.D. you want to trythis one first!
Depression	toflover, 45-54 Male  on Treatment for 6 months to less than 1 year (Patient) 	5	5	5	Male	45-54	5/18/2011 5:20:48 PM	It is the best drug
Depression	MarkC, 45-54 Male  on Treatment for 10 years or more (Patient) 	5	5	5	Male	45-54	3/22/2011 7:52:39 PM	I have been taking toffranil for 36 years with about a 2 year break in the middle.  During the two years depression slowly returned and I restarted the medication.  It has been so effective I have never had an instance of depression on the medication.  I originally was on 25Mg/day but after time upped this to 50Mg.  I have no side effects and it has allowed me to thrive and excel in life.  Only closest friends know of my history but I will gladly share this with anyone showing signs of depression.  I can only hope my story can save lives for others and remove the stigma of depression and effective treatment.
Attention Deficit Disorder with Hyperactivity	nikolai, 3-6 Male  on Treatment for 6 months to less than 1 year (Patient) 	5	5	5	Male	3-6	1/13/2011 9:37:27 PM	
Anxious	45-54 Male  on Treatment for 10 years or more (Patient) 	5	4	5	Male	45-54	1/11/2011 4:50:40 PM	I hav e been on imipramine for 25 years. It began working exactly 14 days after my first dose; it was like a huge wheight lifted off my shoulders. For a few weeks it made me very tired but that went away. Side effects were dry mouth and some hardening of the stool. Also it's good to take with food because it can cause heartburn. This stuff is amazing it saved my life. I tried going off it once but the anxiety returned. 
Depression	Judy36, 55-64 Female  on Treatment for 2 to less than 5 years (Patient) 	4	5	4	Female	55-64	10/26/2010 8:14:06 PM	MD didn't want me to have such an &quot;old&quot; drug...I used it before and it was great, New Psch. MD orders it for me!
Depression	jassse, 75 or over Male  on Treatment for 10 years or more (Patient) 	5	5	5	Male		10/26/2010 6:27:07 AM	its the best 
Depression	25-34 Male  on Treatment for 1 to 6 months	1	1	1	Male	25-34	8/19/2010 8:53:22 AM	
Panic Disorder	55-64 Female  on Treatment for 10 years or more (Patient) 	4	4	4	Female	55-64	6/24/2010 6:43:02 PM	It blocked the panic attacks and helped with insomnia.
Other	arskjs, 19-24 Female  on Treatment for less than 1 month (Patient) 	1	5	1	Female	19-24	6/16/2010 9:49:54 PM	I was put on this medication after having problems with food digestion ( constant vomiting resulting in 35 pound weight loss in 2 weeks) Anyways a week after taking this medicine I was unable to urinate. Went to the ER and they did a bladder scan and immediately did a Foley cath. After a week of being in the hospital with the cath, A Urologist came to see me. He said it is definitely this medicine that caused me to retain urine. It was another very uncomfortable two weeks in the hospital before my bladder woke up and I could pee on my own again. Very horrible medicine!
Depression	Careful user,  Female  on Treatment for less than 1 month	1	4	1	Female		4/28/2010 9:49:15 PM	About 40 years ago, I was perscribed Tofamil by a doctor.  I was clueless to the side effects. As I took the medication, my depression became more severe and in the second week, lead to a suicide attempt.  One month later, the prescribing doctor successfully committed suicide.  Even though I suspected this drug, my inquiries were met with rebuffs.  Since installing the Internet, I was able to confirm the truth of my suspicions all these years.  I have learned to never take a prescribed drug without reading the side effects.  If I do not like what I am reading,and consider it dangerous, I will not take the drug regardless of the benefits.  My age at that time was 40.
Problems with Bladder Control	susan, 55-64 Female  on Treatment for 1 to 6 months (Patient) 	4	5	4	Female	55-64	2/14/2010 5:25:25 PM	Was having problems every time I laughed, coughed, or sneezed with losing urine. My doctor put me on Tofranil, &amp; it's seemed to help me.
Problems with Bladder Control	65-74 Female  on Treatment for less than 1 month (Patient) 	1	1	1	Female	65-74	2/10/2010 3:03:40 PM	I only started taking this medication this week, 2/12/2010.  I wasn't sure if it should have been prescribed for incontinence or not. Most people I know taking Tofranil use it for depression. What is your opinionKay Witzke    kwitzke@libera.net
Depression	13-18 Female  on Treatment for less than 1 month (Patient) 	4	5	5	Female	13-18	2/3/2010 9:30:16 PM	
Depression	 Female  on Treatment for 1 to less than 2 years (Patient) 	1	4	1	Female		1/31/2010 3:07:59 PM	When I was an adolescent my doctor put me on this medication and it sent my behavior BACKWARD, instead of getting better I was getting WORSE, Since then I have been on two other medications that have worked wonders for me.   
Other	35-44 Female  on Treatment for 6 months to less than 1 year (Patient) 	5	5	5	Female	35-44	12/8/2009 4:36:46 PM	My GI doctor prescribed this for my Irritable Bowel Syndrome.  I have had problems with having diarrhea about 30 mins after eating meals.  It has helped so much.  I believe this is because of the side effect of constipation (med slows down whole GI tract).  The only side effects I experience is dry mouth and eyes, which to me is a small price to pay considering the IBS symptoms I was experiencing.  **For those of you who have experienced constipation - try taking Colace (docusate sodium) 1-2 times a day.  It is a stool SOFTENER, not a laxative. It is OTC and only costs $2-3 per bottle of 100 capsules.  Pregnant women often take this to ease constipation that is caused by taking iron supplements during pregnancy.  Also, a lot of post operative patients take this b/c it helps prevent constipation caused by post-op pain meds, decreased activity, etc.  If the plain colace does not help, there is Peri-Colace with is the stool softener combined with a mild laxative, dont take that daily, only as needed. But plain colace is fine to take 1-2 times a day.  Increasing water and fiber intake can also help alot with the constipation caused by this medication.**
